CODIGO,CODIGO VF,DESCRIPCION,PROVEEDOR,COMPRADOR,TÉRMINOS DE PAGO,DÍAS DE PAGO,MOQ,Lead Time/ días,UDM,Precio,Totales Requeridos Semana N,Inventario Inicial,WIP,Recepciones,Recepciones Monto,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico con recepciones de la semana,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+1,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+2,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+3,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+4,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Compras pre autorizadas por en transito finanzas (Monto),Totales Requeridos N+5,Inventarios al 9 de mayo2026,Por Comprar,OC x fincar,Compra req para tener el Min,Min/Optimo,Inventario teorico acumulado con OC PP,Max/Optimo,Compras pre autorizadas por finanzas en transito,Categoría,ESTATUS
MASTERBAFS,MASTERBAFS,MASTERBATCH BLANCO P/EV CLORO (FUSSION),MAKE LOVE STYLE SA DE CV,JOSE,Crédito,15,200,8,Kg,$154.00,168,829,-,-,-,-,Ok,-,576,660.75,960,-,$-,168,661,-,Fincar,83,576,492.75,960,-,$-,168,493,-,Fincar,251,576,324.75,960,-,$-,118,325,-,Fincar,119,576,457.15,960,250,"$38,500.00",118,207,-,Fincar,236,576,339.55,960,-,$-,118,90,28,Fincar,354,576,221.95,960,-,QUÍMICOS,ACTIVO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVANIVER1,ENVANIVER1,PREFORMA 30 GR VERDE,PET DE OCCIDENTE S.A DE C.V,JOVANY,Crédito,30,"90,720",20,Pza,$-,"9,950.00","15,541",,-,-,-,Fincar,"54,409","72,000","17,591.00","108,000","12,000",$-,"19,900","5,591","14,309",Fincar,"56,309","72,000","15,691.00","108,000","18,000",$-,"19,900",-,"19,900",Fincar,"56,209","72,000","15,791.00","108,000","20,000",$-,"18,000",-,"18,000",Fincar,"55,209","72,000","16,791.00","108,000","19,000",$-,"18,000",-,"18,000",Fincar,"54,209","72,000","17,791.00","108,000","19,000",$-,"18,000",-,"18,000",Fincar,"53,209","72,000","18,791.00","108,000","19,000",ENVASE,ACTIVO
EVHDPEALP4L,COMP_ENVASE4L,ENVASE ALPLA HDPE AL 4 L,ALPLA MEXICO SA DE CV,SANDRO,Crédito,30,"100,000",30,Pza,$6.18,"104,160.00","61,374",,"64,512.00","398,684.16","42,786",Fincar,"111,210","190,000","78,790.00","380,000","57,064","$352,655.52","89,280","21,726","67,554",Fincar,"151,490","190,000","38,510.00","380,000","49,000","$302,820.00","98,208",-,"98,208",Fincar,"190,000","190,000",-,"380,000","49,000","$302,820.00","95,000",-,"95,000",Fincar,"190,000","190,000",-,"380,000","49,000","$302,820.00","95,000",-,"95,000",Fincar,"190,000","190,000",-,"380,000","49,000","$302,820.00","95,000",-,"95,000",Fincar,"190,000","190,000",-,"380,000","49,000",ENVASE,ACTIVO
EVHDPEBAL1,EVHDPEBAL1,ENVASE ALPLA HDPE 1 L,ALPLA MEXICO SA DE CV,SANDRO,Crédito,30,"204,000",30,Pza,$1.95,"154,765.00","279,480",,-,-,-,Ok,-,"289,900","543,595.00","579,800","418,880","$816,816.00","119,050","124,715",-,Ok,-,"289,900","424,545.00","579,800",-,$-,"130,955","5,665","125,290",Ok,-,"289,900","293,590.00","579,800",-,$-,"144,950",-,"144,950",Fincar,"141,260","289,900","148,640.00","579,800",-,$-,"144,950",-,"144,950",Fincar,"286,210","289,900","3,690.00","579,800",-,$-,"144,950",-,"144,950",Fincar,"289,900","289,900",-,"579,800",-,ENVASE,ACTIVO
ENVPETROSA,ENVPETROSA,ENV PE ROSA 500 Ml,ECAP SA DE CV,JOSE,,,,15,Pza,$3.40,-,"83,392",,-,-,-,Ok,-,"30,000","83,392.00","45,000",-,$-,-,"83,392",-,Ok,-,"30,000","83,392.00","45,000",-,$-,"19,802","83,392",-,Ok,-,"30,000","63,590.00","45,000",-,$-,"7,500","63,590",-,Ok,-,"30,000","56,090.00","45,000",-,$-,"7,500","56,090",-,Ok,-,"30,000","48,590.00","45,000",-,$-,"7,500","48,590",-,Ok,-,"30,000","41,090.00","45,000",-,ENVASE,ACTIVO
ENVCRISTR1,ENVCRISTR1,PREFORMA 38 GR,ALPLA MEXICO SA DE CV,ADAN,Crédito,30,"58,752",30,Pza,$-,-,"14,014",,-,-,-,Ok,-,-,"14,014.00",-,-,$-,-,"14,014",-,Ok,-,-,"44,014.00",-,"30,000",$-,-,"14,014",-,Ok,-,-,"74,014.00",-,"30,000",$-,-,"14,014",-,Ok,-,-,"89,014.00",-,"15,000",$-,-,"14,014",-,Ok,-,-,"104,014.00",-,"15,000",$-,-,"14,014",-,Ok,-,-,"119,014.00",-,"15,000",ENVASE,ACTIVO
BTPETOV500,BTPETOV500,PREFORMA 38 GR,ALPLA MEXICO SA DE CV,ADAN,Crédito,30,"58,752",30,Pza,$-,"19,608.00","14,080",,-,-,"5,528",Fincar,"69,528","84,000","14,472.00","126,000","20,000",$-,"39,216",-,"39,216",Fincar,"69,744","84,000","14,256.00","126,000","39,000",$-,-,-,-,Fincar,"69,744","84,000","14,256.00","126,000",-,$-,"21,000",-,"21,000",Fincar,"72,744","84,000","11,256.00","126,000","18,000",$-,"21,000",-,"21,000",Fincar,"75,744","84,000","8,256.00","126,000","18,000",$-,"21,000",-,"21,000",Fincar,"78,744","84,000","5,256.00","126,000","18,000",ENVASE,ACTIVO
EVPETNA2L,EVPETNA2L,PREFORMA 54.5 GR,ALPLA MEXICO SA DE CV,JOSE,Crédito,30,"360,192",30,Pza,$-,"42,158.00","4,725",,-,-,"37,433",Fincar,"168,632","168,632",-,"252,948",-,$-,"42,158",-,"42,158",Fincar,"168,632","168,632",-,"252,948",-,$-,"32,182",-,"32,182",Fincar,"168,632","168,632",-,"252,948",-,$-,"33,000",-,"33,000",Fincar,"168,632","168,632",-,"252,948",-,$-,"33,000",-,"33,000",Fincar,"168,632","168,632",-,"252,948",-,$-,"33,000",-,"33,000",Fincar,"168,632","168,632",-,"252,948",-,ENVASE,ACTIVO
ENVPETNA5L,ENVPETNA5L,PREFORMA 80 GR,ALPLA MEXICO SA DE CV,ADAN,Crédito,30,"90,720",30,Pza,$-,"33,680.00","11,000",,-,-,"22,680",Fincar,"127,400","134,720","7,320.00","202,080","30,000",$-,"57,606",-,"57,606",Fincar,"127,006","134,720","7,714.00","202,080","58,000",$-,"46,655",-,"46,655",Fincar,"134,720","134,720",-,"202,080","35,000",$-,"46,900",-,"46,900",Fincar,"134,720","134,720",-,"202,080","45,000",$-,"46,900",-,"46,900",Fincar,"134,720","134,720",-,"202,080","45,000",$-,"46,900",-,"46,900",Fincar,"134,720","134,720",-,"202,080","45,000",ENVASE,ACTIVO
EVPETLAVAT,EVPETLAVAT,PREFORMA 30 GR,PET DE OCCIDENTE S.A DE C.V,JOVANY,Crédito,30,"360,192",30,Pza,$-,"19,608.00",-,,-,-,"19,608",Fincar,"78,432","78,432",-,"117,648","16,000",$-,"19,608",-,"19,608",Fincar,"78,432","78,432",-,"117,648","20,000",$-,"19,608",-,"19,608",Fincar,"78,040","78,432",392,"117,648","20,000",$-,"19,900",-,"19,900",Fincar,"72,940","78,432","5,492.00","117,648","25,000",$-,"19,900",-,"19,900",Fincar,"67,840","78,432","10,592.00","117,648","25,000",$-,"19,900",-,"19,900",Fincar,"62,740","78,432","15,692.00","117,648","25,000",ENVASE,ACTIVO
ENVPET1LTR,ENVPET1LTR,PREFORMA 30 GR,PET DE OCCIDENTE S.A DE C.V,JOVANY,Crédito,30,"90,720",30,Pza,$-,"19,900.00","16,464",,-,-,"3,436",Fincar,"20,036","79,600","59,564.00","119,400","63,000",$-,"39,800",-,"39,800",Fincar,"39,836","79,600","39,764.00","119,400","20,000",$-,"39,800",-,"39,800",Fincar,"59,636","79,600","19,964.00","119,400","20,000",$-,"18,000",-,"18,000",Fincar,"47,636","79,600","31,964.00","119,400","30,000",$-,"18,000",-,"18,000",Fincar,"35,636","79,600","43,964.00","119,400","30,000",$-,"18,000",-,"18,000",Fincar,"23,636","79,600","55,964.00","119,400","30,000",ENVASE,ACTIVO
EVPETLAV15,EVPETLAV15,PREFORMA PET 50GR 28,ENVASES UNIVERSALES SAPI DE CV,SANDRO,Crédito,30,"90,720",30,Pza,$-,"9,804.00","5,400",,-,-,"4,404",Fincar,"33,620","39,216","5,596.00","58,824","10,000",$-,"9,804",-,"9,804",Fincar,"23,424","39,216","15,792.00","58,824","20,000",$-,"9,804",-,"9,804",Fincar,"23,228","39,216","15,988.00","58,824","10,000",$-,"10,500",-,"10,500",Fincar,"13,728","39,216","25,488.00","58,824","20,000",$-,"10,500",-,"10,500",Fincar,"4,228","39,216","34,988.00","58,824","20,000",$-,"10,500",-,"10,500",Ok,-,"39,216","44,488.00","58,824","20,000",ENVASE,ACTIVO
EVPETVER5L,EVPETVER5L,PREFORMA PET 80GR VERDE 48MM,ALPLA MEXICO SA DE CV,ADAN,Crédito,30,"90,720",30,Pza,$-,"3,980.00",-,,-,-,"3,980",Fincar,"15,920","15,920",-,"23,880","3,000",$-,"3,980",-,"3,980",Fincar,"15,920","15,920",-,"23,880","4,000",$-,"5,970",-,"5,970",Fincar,"15,920","15,920",-,"23,880","5,600",$-,"4,850",-,"4,850",Fincar,"14,770","15,920","1,150.00","23,880","6,000",$-,"4,850",-,"4,850",Fincar,"13,620","15,920","2,300.00","23,880","6,000",$-,"4,850",-,"4,850",Fincar,"12,470","15,920","3,450.00","23,880","6,000",ENVASE,ACTIVO
EVPETVINAG,EVPETVINAG,PREFORMA 40GR R28 1816,EMBOTELLADORA AGA,SANDRO,,,,30,Pza,$-,"35,536.00","6,520",,-,-,"29,016",Fincar,"142,144","142,144",-,"213,216",-,$-,"35,536",-,"35,536",Fincar,"142,144","142,144",-,"213,216",-,$-,"17,768",-,"17,768",Fincar,"142,144","142,144",-,"213,216",-,$-,"32,000",-,"32,000",Fincar,"142,144","142,144",-,"213,216",-,$-,"32,000",-,"32,000",Fincar,"142,144","142,144",-,"213,216",-,$-,"32,000",-,"32,000",Fincar,"142,144","142,144",-,"213,216",-,ENVASE,ACTIVO
EVPETSHAMP,EVPETSHAMP,PREFORMA 40GR R28 1816,EMBOTELLADORA AGA,SANDRO,,,,30,Pza,$-,"38,834.00",-,,-,-,"38,834",Fincar,"155,336","155,336",-,"233,004",-,$-,-,-,-,Fincar,"155,336","155,336",-,"233,004",-,$-,-,-,-,Fincar,"155,336","155,336",-,"233,004",-,$-,"37,500",-,"37,500",Fincar,"155,336","155,336",-,"233,004",-,$-,"37,500",-,"37,500",Fincar,"155,336","155,336",-,"233,004",-,$-,"37,500",-,"37,500",Fincar,"155,336","155,336",-,"233,004",-,ENVASE,ACTIVO
PREFO30VPO,PREFO30VPO,ENVASE PET PINO 1 LT,PET DE OCCIDENTE S.A DE C.V,SANDRO,,,,20,Pza,$1.37,"12,000","133,336",,-,-,-,Ok,-,"48,000","121,336.00","72,000",-,$-,"18,000","121,336",-,Ok,-,"48,000","139,336.00","72,000","36,000","$49,320.00","20,000","139,336",-,Ok,-,"48,000","119,336.00","72,000",-,$-,"19,000","119,336",-,Ok,-,"48,000","100,336.00","72,000",-,$-,"19,000","100,336",-,Ok,-,"48,000","81,336.00","72,000",-,$-,"19,000","81,336",-,Ok,-,"48,000","62,336.00","72,000",-,ENVASE,ACTIVO
PREFOR38GR,PREFOR38GR,EV CRISTAL TRIGGER 1L,ALPLA MEXICO SA DE CV,SANDRO,,,,30,Pza,$1.63,-,"224,864",,-,-,-,Ok,-,"80,000","204,864.00","120,000",-,$-,"30,000","204,864",-,Ok,-,"80,000","135,864.00","120,000",-,$-,"30,000","135,864",-,Ok,-,"80,000","105,864.00","120,000",-,$-,"15,000","105,864",-,Fincar,"7,136","80,000","72,864.00","120,000",-,$-,"15,000","72,864",-,Fincar,"40,136","80,000","39,864.00","120,000",-,$-,"15,000","39,864",-,Fincar,"73,136","80,000","6,864.00","120,000",-,ENVASE,ACTIVO
PREFOR38,,BOTELLA PET OVAL 500ML,ALPLA MEXICO SA DE CV,SANDRO,,,,30,Pza,$-,"20,000",-,,-,-,-,Ok,-,-,-,-,-,$-,"39,000",-,-,Ok,-,-,-,-,-,$-,-,-,-,Ok,-,-,-,-,-,$-,"18,000",-,"18,000",Ok,-,-,-,-,-,$-,"18,000",-,"18,000",Ok,-,-,-,-,-,$-,"18,000",-,"18,000",Ok,-,-,-,-,-,ENVASE,ACTIVO
PREFOR80GR,COMP_PREFOR80,ENVASE PET NATURAL 5 LTS,ALPLA MEXICO SA DE CV,SANDRO,,,,15,Pza,$3.56,"30,000","220,752",,-,-,-,Ok,-,"120,000","190,752.00","180,000",-,$-,"58,000","190,752",-,Ok,-,"120,000","132,752.00","180,000",-,$-,"35,000","132,752",-,Ok,-,"120,000","188,472.00","180,000","90,720","$322,963.20","45,000","188,472",-,Ok,-,"120,000","143,472.00","180,000",-,$-,"45,000","143,472",-,Fincar,"21,528","120,000","98,472.00","180,000",-,$-,"45,000","98,472",-,Fincar,"66,528","120,000","53,472.00","180,000",-,ENVASE,ACTIVO
EVHDPEBFS4,EVHDPEBFS4,ENVASE HDPE BLANCO 4L,GRUPO ALPHALAB DE MEXICO HOME AND BEAUTY CARE,SANDRO,,,,-,Pza,$3.04,"65,300",-,,-,-,"65,300",Fincar,"261,200","261,200",-,"391,800",-,$-,"65,300",-,"65,300",Fincar,"261,200","261,200",-,"391,800",-,$-,"70,000",-,"70,000",Fincar,"261,200","261,200",-,"391,800",-,$-,"49,000",-,"49,000",Fincar,"261,200","261,200",-,"391,800",-,$-,"49,000",-,"49,000",Fincar,"261,200","261,200",-,"391,800",-,$-,"49,000",-,"49,000",Fincar,"261,200","261,200",-,"391,800",-,ENVASE,ACTIVO
PREFOR30GR,PREFOR30GR,ENVASE  PET LAVATRASTES 750 ML,PET DE OCCIDENTE S.A DE C.V,SANDRO,,,,20,Pza,$1.29,"16,000","53,137",,-,-,"25,863",Fincar,"35,863","316,000","280,137.00","474,000","306,000","$394,740.00","20,000","280,137",-,Ok,-,"316,000","510,137.00","474,000","270,000","$348,300.00","20,000","510,137",-,Ok,-,"316,000","470,137.00","474,000",-,$-,"25,000","470,137",-,Ok,-,"316,000","415,137.00","474,000",-,$-,"25,000","415,137",-,Ok,-,"316,000","360,137.00","474,000",-,$-,"25,000","360,137",-,Fincar,"10,863","316,000","305,137.00","474,000",-,ENVASE,ACTIVO
PREFOR54GR,COMP_PREFOR54,ENVASE PET NATURAL 2 LTS,ALPLA MEXICO SA DE CV,SANDRO,,,,15,Pza,$2.26,"42,000","237,006",,-,-,-,Ok,-,"168,000","195,006.00","252,000",-,$-,"42,000","195,006",-,Fincar,"14,994","168,000","153,006.00","252,000",-,$-,"32,000","153,006",-,Fincar,"46,994","168,000","121,006.00","252,000",-,$-,"50,000","121,006",-,Fincar,"96,994","168,000","71,006.00","252,000",-,$-,"50,000","71,006",-,Fincar,"146,994","168,000","21,006.00","252,000",-,$-,"50,000","21,006","28,994",Fincar,"168,000","168,000",-,"252,000",-,ENVASE,ACTIVO
PREFOR30,,EV PET TRANSP 1L,PET DE OCCIDENTE S.A DE C.V,SANDRO,,,,-,Pza,$-,"63,000",-,,-,-,-,Ok,-,-,-,-,-,$-,"20,000",-,-,Ok,-,-,-,-,-,$-,"20,000",-,"20,000",Ok,-,-,-,-,-,$-,"30,000",-,"30,000",Ok,-,-,-,-,-,$-,"30,000",-,"30,000",Ok,-,-,-,-,-,$-,"30,000",-,"30,000",Ok,-,-,-,-,-,ENVASE,ACTIVO
PREFOPET50,COMP_PREFO50,ENVASE PET LAVAT 1.5L,EMBOTELLADORA AGA,SANDRO,,,,15,Pza,$-,"10,000","99,500",,-,-,-,Ok,-,"40,000","89,500.00","60,000",-,$-,"20,000","89,500",-,Ok,-,"40,000","69,500.00","60,000",-,$-,"10,000","69,500",-,Ok,-,"40,000","59,500.00","60,000",-,$-,"20,000","59,500",-,Fincar,500,"40,000","39,500.00","60,000",-,$-,"20,000","39,500",-,Fincar,"20,500","40,000","19,500.00","60,000",-,$-,"20,000","19,500",500,Fincar,"40,000","40,000",-,"60,000",-,ENVASE,ACTIVO
PREFOR4028,PREFOR4028,ENVASE PET VINAGRE 1.1L,EMBOTELLADORA AGA,SANDRO,,,,30,Pza,$1.62,"36,000","35,636",,"317,016.00","512,006.20",-,Ok,-,"144,000","277,652.00","216,000",-,$-,"35,000","277,652",-,Ok,-,"144,000","242,652.00","216,000",-,$-,-,"242,652",-,Ok,-,"144,000","242,652.00","216,000",-,$-,"12,000","242,652",-,Ok,-,"144,000","230,652.00","216,000",-,$-,"12,000","230,652",-,Ok,-,"144,000","218,652.00","216,000",-,$-,"12,000","218,652",-,Ok,-,"144,000","206,652.00","216,000",-,ENVASE,ACTIVO
PREFOR40,,ENVASE PET SHAMPOO 750ML,EMBOTELLADORA AGA,SANDRO,,,,30,Pza,$-,"39,000",-,,-,-,-,Ok,-,-,-,-,-,$-,-,-,-,Ok,-,-,-,-,-,$-,-,-,-,Ok,-,-,-,-,-,$-,-,-,-,Ok,-,-,-,-,-,$-,-,-,-,Ok,-,-,-,-,-,$-,-,-,-,Ok,-,-,-,-,-,ENVASE,ACTIVO
PREFOPET80,PREFOPET80,ENVASE PET VERDE 5L,ALPLA MEXICO SA DE CV,SANDRO,,,,30,Pza,$3.58,"3,000","27,216",,"58,320.00","208,785.60",-,Ok,-,"12,000","82,536.00","18,000",-,$-,"4,000","82,536",-,Ok,-,"12,000","78,536.00","18,000",-,$-,"5,600","78,536",-,Ok,-,"12,000","139,464.00","18,000","66,528","$238,170.24","6,000","139,464",-,Ok,-,"12,000","133,464.00","18,000",-,$-,"6,000","133,464",-,Ok,-,"12,000","127,464.00","18,000",-,$-,"6,000","127,464",-,Ok,-,"12,000","121,464.00","18,000",-,ENVASE,ACTIVO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TINNUTRCAF,TINNUTRCAF,TINTE NUTRINT T410 CAFE EXPRESS 7501846501582,LABORATORIOS ZELL,JOSE,,30,"10,000",8,Pza,$13.90,"37,836","30,432",,-,-,"7,404",Fincar,"37,836","37,836",-,"56,754",-,$-,"37,836",-,"37,836",Fincar,"37,836","37,836",-,"56,754",-,$-,"37,836",-,"37,836",Fincar,"37,836","37,836",-,"56,754",-,$-,"37,836",-,"37,836",Fincar,"37,836","37,836",-,"56,754",-,$-,-,-,-,Fincar,"37,836","37,836",-,"56,754",-,$-,-,-,-,Fincar,"37,836","37,836",-,"56,754",-,TINTE,INACTIVO
TINNUTRCAS,TINNUTRCAS,TINTE NUTRINT T430 CASTAÃ‘O 7501846501575,LABORATORIOS ZELL,JOSE,,30,"10,000",8,Pza,$13.90,"35,904","37,008",,-,-,-,Fincar,"34,800","35,904","1,104.00","53,856",-,$-,"35,904","1,104","34,800",Fincar,"35,904","35,904",-,"53,856",-,$-,"35,904",-,"35,904",Fincar,"35,904","35,904",-,"53,856",-,$-,"35,904",-,"35,904",Fincar,"35,904","35,904",-,"53,856",-,$-,-,-,-,Fincar,"35,904","35,904",-,"53,856",-,$-,-,-,-,Fincar,"35,904","35,904",-,"53,856",-,TINTE,INACTIVO
TINNUTRCER,TINNUTRCER,TINTE NUTRINT T666 CEREZA EXÃ“TICA 7501846501551,LABORATORIOS ZELL,JOSE,Anticipo,-,"1,000",8,Pza,$13.90,"36,684","27,948",,-,-,"8,736",Fincar,"36,684","36,684",-,"55,026",-,$-,"36,684",-,"36,684",Fincar,"36,684","36,684",-,"55,026",-,$-,"36,684",-,"36,684",Fincar,"36,684","36,684",-,"55,026",-,$-,"36,684",-,"36,684",Fincar,"36,684","36,684",-,"55,026",-,$-,-,-,-,Fincar,"36,684","36,684",-,"55,026",-,$-,-,-,-,Fincar,"36,684","36,684",-,"55,026",-,TINTE,INACTIVO
TINNUTRRUB,TINNUTRRUB,TINTE NUTRINT T730 MIEL RUBIO DORADO 7501846505689,LABORATORIOS ZELL,JOSE,,30,"10,000",8,Pza,$13.90,"38,544","28,680",,-,-,"9,864",Fincar,"38,544","38,544",-,"57,816",-,$-,"38,544",-,"38,544",Fincar,"38,544","38,544",-,"57,816",-,$-,"38,544",-,"38,544",Fincar,"38,544","38,544",-,"57,816",-,$-,"38,544",-,"38,544",Fincar,"38,544","38,544",-,"57,816",-,$-,-,-,-,Fincar,"38,544","38,544",-,"57,816",-,$-,-,-,-,Fincar,"38,544","38,544",-,"57,816",-,TINTE,INACTIVO
TINNUTRNEG,TINNUTRNEG,TINTE NUTRINT 100 NEGRO EBANOÂ  7501846501544,LABORATORIOS ZELL,JOSE,Crédito,60,"1,000",8,Pza,$13.90,"99,252","96,024",,-,-,"3,228",Fincar,"99,252","99,252",-,"148,878",-,$-,"99,252",-,"99,252",Fincar,"99,252","99,252",-,"148,878",-,$-,"99,252",-,"99,252",Fincar,"99,252","99,252",-,"148,878",-,$-,"99,252",-,"99,252",Fincar,"99,252","99,252",-,"148,878",-,$-,-,-,-,Fincar,"99,252","99,252",-,"148,878",-,$-,-,-,-,Fincar,"99,252","99,252",-,"148,878",-,TINTE,INACTIVO
TINNUTRCAO,TINNUTRCAO,TINTE NUTRINT T360 CIRUELA CASTAÃ‘O OSCURO   7501846501568,LABORATORIOS ZELL,JOSE,Crédito,15,200,8,Pza,$13.90,"49,548",-,,-,-,"49,548",Fincar,"49,548","49,548",-,"74,322",-,$-,"49,548",-,"49,548",Fincar,"49,548","49,548",-,"74,322",-,$-,"49,548",-,"49,548",Fincar,"49,548","49,548",-,"74,322",-,$-,"49,548",-,"49,548",Fincar,"49,548","49,548",-,"74,322",-,$-,-,-,-,Fincar,"49,548","49,548",-,"74,322",-,$-,-,-,-,Fincar,"49,548","49,548",-,"74,322",-,TINTE,INACTIVO
TINMENNEGR,TINMENNEGR,PT TINTE FOR MEN NEGRO,LABORATORIOS ZELL,JOSE,Crédito,15,200,8,Pza,$29.00,"30,000","77,436",,-,-,-,Fincar,"2,112","49,548","47,436.00","74,322",-,$-,"30,000","47,436",-,Fincar,"32,112","49,548","17,436.00","74,322",-,$-,"30,000","17,436","12,564",Fincar,"49,548","49,548",-,"74,322",-,$-,"30,000",-,"30,000",Fincar,"49,548","49,548",-,"74,322",-,$-,-,-,-,Fincar,"49,548","49,548",-,"74,322",-,$-,-,-,-,Fincar,"49,548","49,548",-,"74,322",-,TINTE,INACTIVO
TINMENCAOB,TINMENCAOB,PT TINTE FOR MEN CASTANO OBS,LABORATORIOS ZELL,JOSE,Crédito,15,200,8,Pza,$29.00,"15,600","54,720",,-,-,-,Fincar,"10,428","49,548","39,120.00","74,322",-,$-,"15,600","39,120",-,Fincar,"26,028","49,548","23,520.00","74,322",-,$-,"15,600","23,520",-,Fincar,"41,628","49,548","7,920.00","74,322",-,$-,"15,600","7,920","7,680",Fincar,"49,548","49,548",-,"74,322",-,$-,-,-,-,Fincar,"49,548","49,548",-,"74,322",-,$-,-,-,-,Fincar,"49,548","49,548",-,"74,322",-,TINTE,INACTIVO
SACHECRERV,SACHECRERV,SACHET CREMA REVELADORA 75 ml,PLASTINAL SA DE CV,SANDRO,,,,30,Pza,$-,,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SACHEEXTAN,SACHEEXTAN,SACHET EXTRACTO ANTIOX 5 ML,PLASTINAL SA DE CV,SANDRO,,,,30,Pza,$-,,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
